"Story","Title","Result","Date","Stability","Duration (s)"
"Getting a quote for a car using registration","As a Customer, I need to enter my car details to get a quote","SUCCESS","2022-03-10T12:32:40.039031921Z[Etc/UTC]","0.0","24.43"
